수거순서,이미지,위치,폐기물종류,쓰레기확인시간,위도,경도,폐기물개수
1,(유)오성알씨.png,대전 대덕구 상서동 418-3,PP bag,2000-01-01 03:38:35.642636,36.4216090560865,127.423704564947,0
2,(유)오성알씨.png,대전 대덕구 상서동 418-3,PP bag,2024-12-03 01:20:36.728356,36.4216090560865,127.423704564947,0
3,202411061423-36-314851-127-347123_jpg.rf.6b1796d5ce76d550ec8c684a8c23fafd.jpg,대전 서구 도안동 1369,PP bag,2024-11-06 14:23:00.000000,36.314851,127.347123,5
4,202411081236-36-423913-127-407165-2_jpg.rf.f6e2a098f84601afac7d2350a475d4cc.jpg,대전 유성구 용산동 533-1,PP bag,2024-11-08 12:36:00.000000,36.423913,127.407165,21
총 거리 (m),38236
총 적재량,26
